Comment ID,Message,Updated At,Nickname,Platform,Stock Name
104797274,"M5 칩 탑재 맥북 프로 출시 예정​

 * 애플은 하반기에 M5 칩을 탑재한 아이패드 프로와 맥북 프로를 출시할 예정입니다.

 * M5 맥북 프로는 칩 업그레이드 외에 큰 변화는 없을 것으로 예상되나, 내년에 OLED 디스플레이와 더 얇은 디자인으로 재설계될 전망입니다.

 * 애플은 2027년 출시를 목표로 자체 모뎀 칩이 탑재된 M6 아이패드 프로 초기 개발 작업이 시작 되었습니다.

https://m.blog.naver.com/grok_newsfeed/223817605540",2025-04-01T16:37:09+09:00,GROK,toss,apple
104794334,언제 복구될까 돌아와 너 안 그랬잖아,2025-04-01T15:58:33+09:00,큰밥싫어,toss,apple
104781854,역시 든든해 애플,2025-04-01T13:43:25+09:00,Eydkao,toss,apple
104765192,바잇,2025-04-01T11:04:23+09:00,줄때먹음된다된다된다,toss,apple
104760278,든든한 내새꾸 ㅎ,2025-04-01T10:27:10+09:00,Waso,toss,apple
104744594,"애멘 다신 배신하지 않겠습니다
다시 떨어져주세요 ㅠㅠ",2025-04-01T07:17:13+09:00,링가딩딩,toss,apple
104744574,돌아와라,2025-04-01T07:16:44+09:00,익절지킴,toss,apple
104739292,소소하게,2025-04-01T05:13:47+09:00,저팔계먹는날,toss,apple
104737894,개미들은 가라! 사과의 봄은 온다이잇!,2025-04-01T04:53:34+09:00,주식하는팽귄,toss,apple
104727862,모으기도좋아요,2025-04-01T02:59:19+09:00,참치가좋아,toss,apple
104713316,애멘~~🙏🏼,2025-04-01T01:03:17+09:00,빵빵또기,toss,apple
104712558,지금 1퍼 양전인데 댓글보면 10퍼 오른줄 알겠어 시장 상황이 심각하긴 한가보네,2025-04-01T00:58:12+09:00,야스닥,toss,apple
104710334,폰팔이는 왜오름?,2025-04-01T00:44:44+09:00,밀크원,toss,apple
104705100,얜 그냥 지린다.,2025-04-01T00:12:43+09:00,플로버프로미스나인,toss,apple
