Comment ID,Message,Updated At,Nickname,Platform,Stock Name
104977388,행운의 숫자 7을 믿어보가써!!,2025-04-02T09:40:58+09:00,손주식이다,toss,nvidia
104977328,"박스권인거같나요? 
아님 오늘...트럼프 입에 달렸나요...?",2025-04-02T09:40:26+09:00,hahau,toss,nvidia
104975542,응으옌들은 그냥 쫄보구만,2025-04-02T09:27:15+09:00,나도오르,toss,nvidia
104975482,흐미..까자마자 ...,2025-04-02T09:26:53+09:00,한번하면못빼,toss,nvidia
104974334,데이장 하락 시작은 이제 패시브네..,2025-04-02T09:20:32+09:00,고로케빵,toss,nvidia
104970472,"엔비디아 오늘도 가보자폼~!
젠슨황 믿는다폼",2025-04-02T08:58:21+09:00,투자폼,toss,nvidia
104970364,오늘 떨어지는게 정배인데 그럼 반대로 오르지 않을까요,2025-04-02T08:56:52+09:00,업구기,toss,nvidia
104970146,드디어 오늘 밤 지나면 관세데이네,2025-04-02T08:53:03+09:00,두짓타니,toss,nvidia
104969944,꾸준한 구매,2025-04-02T08:50:32+09:00,왜했을까요,toss,nvidia
104969894,흑우 가즈아ㅏㅏㅏ,2025-04-02T08:49:45+09:00,개구르르미,toss,nvidia
104968568,제발!!!,2025-04-02T08:27:47+09:00,마망다,toss,nvidia
104968544,점심값,2025-04-02T08:27:28+09:00,서산큰형,toss,nvidia
104968144,"1. 상호 관세 발표 하루 앞두고 나스닥 반등

- 알고 있었음, 근데 내 주력 종목은 안오름. 


2. 중국 부동산 침체 심화, 중국 경제 성장의 기둥인 부동산 경기의 회복 없이는 중국 경제의 회복 불가능 언급.

- 이정도로 중국 경제에서 부동산이 차지하는 비율이 상당함.

3. 트럼프 관세 발표, 내일 오전 5시. 상호인지 보편인지 아직도 오리무중.

4. 지브리 효과로 챗 GTP 사용자 역대 수 역대 최다 기록, 생성형 Ai 돌풍 인증.

- 한번도 안써봤는데 정말 좋음? 

5. 블랙록 CEO 래리 핑크, 미국 국가 부채 심각, 비트코인이 달러 대체할수도

- 이름은 핑크인데 손구락은 숏인듯.

6. 미 보건부 대규모 감원, FDA는 쫑났다는 분석도.

- 그럼 제약회사들에게 안 좋은거 아님? 인력 없어서 FDA 승인 기간 늘어날거 같은데???

7. 이재명 테마주, 설마 오늘도 오르나?

- 눈치게임의 결말은?",2025-04-02T08:21:05+09:00,목포낭만검객부캐,toss,nvidia
104968012,꾸준매,2025-04-02T08:19:05+09:00,망치수면매매장인,toss,nvidia
104966402,"🟢뉴욕증시는 극심한 변동성 속에서 혼조 마감. 트럼프 행정부의 상호관세 발표가 임박하면서 변동성이 커졌고, 제조업 위축 및 고용 둔화 신호가 투자심리를 압박했으나 저가 매수세에 힘입어 기술주가 강세를 보이며 시장을 지탱함.

🟢M7은 변동성을 보이다 상승 마감했으며, 테슬라는 3.59%, 애플은 0.48% 엔비디아1.6% , 알파벳·아마존·메타·마이크로소프트는 1% 이상 상승.

🟢미국 언론은 트럼프 대통령이 모든 국가에 20% 상호관세를 부과할 것으로 예상하며 백악관은 관세 발표가 내일 있을 예정이며 즉시 발효될 것이라고 밝힘",2025-04-02T07:51:11+09:00,에그egg,toss,nvidia
104965910,ㅁㅁㅂㅈ,2025-04-02T07:38:39+09:00,밤워링,toss,nvidia
104964970,"테슬라 안갈때 가요.
둘다가면 안되니까 테슬라 자동차 관세나
악재 좀 같이 던질때 
엔비 날아갈것",2025-04-02T07:12:09+09:00,레초맘,toss,nvidia
104964258,"미 증시 요약

나스닥, 경기 둔화 우려에도 연준 기대 속 대형 기술주가 상승 주도하며 강세 마감.

미 증시는 고용지표 부진과 전일 분기말 리밸런싱 영향의 되돌림으로 하락 출발함. 

장 초반 ISM 제조업지수가 부진하자 경기에 대한 불안으로 하락폭이 확대되었음. 

그러나 경기 둔화가 오히려 연준의 온건한 통화정책에 대한 기대를 높이자 대형기술주 등을 중심으로 상승 전환됨. 

이후 경기 이슈를 반영하며 재차 하락하기도 했지만, 이러한 퀄리티 있는 종목군 중심으로 견조하자 상승 전환 후 폭을 확대하거나 낙폭 축소함. 

특히 장 마감 직전에는 반도체 업종 중심으로 매수세가 유입되는 등 개별 업종에 대한 수급 동향 또한 긍정적인 모습을 보임.",2025-04-02T06:49:55+09:00,빨간맛전문,toss,nvidia
104964086,"엔비 1년동안 매일 지켜봤는데 관세 이슈는 이미 선반영 됐고 예상치 하회하면 위로 쭉쭉 쏠듯
예상치? 당연히 하회하겠지ㅋㅋ 도람프가 진짜 돌지않았다면",2025-04-02T06:44:07+09:00,순살반반,toss,nvidia
104963938,"이게 말아올려지네
관세 확정은 4/3 새벽 인가",2025-04-02T06:39:35+09:00,성투파이팅,toss,nvidia
104963930,도망,2025-04-02T06:39:15+09:00,발만담구고빠짐,toss,nvidia
104963604,"월욜에 현금다털어서 추매해서

기뷰니가 조크등요.

이대로 175 ㄱㄱㄱ",2025-04-02T06:30:15+09:00,SoXl도해봤겠네요,toss,nvidia
104962282,유넙 주식을  해야하나?   ㅋ ㅋ,2025-04-02T05:54:53+09:00,나는거,toss,nvidia
104962234,돌아 버리겠네,2025-04-02T05:53:18+09:00,나는거,toss,nvidia
104962232,"한달 ~ 두달 안에 폭락할거라고 예언해보겠습니다.

대략 126~132 달러까지 올라올 가능성은 갖고 있습니다. (98달러 구간을 먼저 도달했다가 갈 가능성도 있음) 다만 거기서 내려가거나 일정 범위 수준에서 가격 리젝션이 일어나 내리게되면 가파르게 내려갈 것이고

대략 82달러 , 75~77달러 , 69달러 즈음에서 반등이 나올거라고 생각합니다.

이전 글에 여럿 맞춘 내용들 확인하시면 될 것 같습니다.",2025-04-02T05:53:17+09:00,저점매수만함,toss,nvidia
104962188,"ㅇ ㅏ~ ㅇ ㅣㄱ ㅓ ㅂ ㅏㄹ ㅏ
이러고 또 떨어지려고? 
진짜 그래픽카드 뽑아서 부셔버린다 ㅋㅋ",2025-04-02T05:51:50+09:00,서산큰형,toss,nvidia
104962178,"지금 분봉들 도지캔들 뭐임..?
토스 오류여 뭐여",2025-04-02T05:51:35+09:00,뚜우레,toss,nvidia
104961984,아니 그니까. 너 왜 오르는 거냐고 ㅋㅋ,2025-04-02T05:46:39+09:00,오딱대,toss,nvidia
104961264,며칠내로 롱  각 더 보고있습니다..한달간 거의 엔비로만 수익냈네요.. 신입니다..  70대 까지가면 더 기회고요.. 130은 올해  찍먹으로라도 무조건 찍을거고..,2025-04-02T05:25:57+09:00,킹르브론제임스,toss,nvidia
104961248,"황이 미국이랑 중국사이에서 박쥐짓하다가 중국한테 뒤통수 쌔게맞음(정부의 막대한 자본으로 자체칩 개발은 물론 Ai전체에 투자중)
트럼프한테 미국에 투자 부랴부랴 하겠다고하지만 자체칩 개발중인 2세대 칩들이 치고 올라올것.
성장하긴 하겠지만 어쩌면 Ai로 주가 뻥튀기한거 모조리 반납하거나 상승속도는 더딜것.
월가는 이러한 흐름을 선반영중.

장기투자 할꺼면 이딴 개잡주행 된거에 넣지말고, 전세계 70억 인구를 사로잡은 애플에 1주라도 더 넣으셈. 애플은 절대 지지않는 태양과도 같은 기업임.",2025-04-02T05:25:39+09:00,문디자,toss,nvidia
104961208,개잡주 특,2025-04-02T05:24:40+09:00,문디자,toss,nvidia
104961044,혹시 정말 왜 올랐는지 알려주면 안 될까…?,2025-04-02T05:20:35+09:00,오딱대,toss,nvidia
104960798,내일 승부를 보겠지,2025-04-02T05:15:25+09:00,가자200프로,toss,nvidia
104959894,120만 가도 팔게요 형..,2025-04-02T04:59:40+09:00,하므요,toss,nvidia
104959798,내일 얼마나 떨어지려고 이러는 거야...,2025-04-02T04:57:48+09:00,심해상어,toss,nvidia
104959632,황회장님…갑사합니다,2025-04-02T04:55:51+09:00,꺼삐딴티모,toss,nvidia
104959368,정말 언빌리버블이다,2025-04-02T04:52:40+09:00,오딱대,toss,nvidia
104958876,엔비디아 차트 왜이래 쭉 내렸다 쭉 올랐다... 누가 장난치나..,2025-04-02T04:45:03+09:00,츄류룹,toss,nvidia
104958806,"낼 트럼프 말한마디에 주루룩 
흘러내릴건데 왜 이토록 기를
쓰고 매수를 하는건지 ㅎㅎ",2025-04-02T04:44:00+09:00,오늘도믿는다,toss,nvidia
104958434,오를일만 남음 ㅎㅎ,2025-04-02T04:37:19+09:00,냠얌냠냠냠,toss,nvidia
104958410,6일연속하락이라고안하려고 억지로끝에올리네,2025-04-02T04:36:52+09:00,라이거2,toss,nvidia
104958080,참 재미없는 주식이네 ㅋㅋ,2025-04-02T04:31:46+09:00,슴식이,toss,nvidia
104957826,이걸 어케 말아올려,2025-04-02T04:27:41+09:00,오딱대,toss,nvidia
104957652,보여줘,2025-04-02T04:25:30+09:00,오딱대,toss,nvidia
104955652,괴리율 왜이러는지 아는 사람들 있어요? 처음보네 이런건,2025-04-02T04:02:37+09:00,어어밀지마라,toss,nvidia
104954702,거품이라고 보나 보다,2025-04-02T03:53:55+09:00,닠밐랔,toss,nvidia
104954576,달러가 내릴수 있어서 못사겠노?,2025-04-02T03:52:51+09:00,간작은사람,toss,nvidia
104954510,퉤 ㅅ ㅂ,2025-04-02T03:52:18+09:00,강강강y,toss,nvidia
104951794,15만대로 내려가면 왤케 시고싶어지지 ㅋㅋ,2025-04-02T03:31:17+09:00,주식하는오랑우탄,toss,nvidia
104950880,너 납치 된거야,2025-04-02T03:24:28+09:00,검은몸으로되어있다,toss,nvidia
104950808,어? 만우절 지났는데 버그인가...,2025-04-02T03:24:01+09:00,심해상어,toss,nvidia
104950540,죄다 살려는 주식 마다 음전이냐 ㅋㅋ,2025-04-02T03:22:12+09:00,JejuAir,toss,nvidia
104949234,이제 아이코어커넥트 갈 차례,2025-04-02T03:11:45+09:00,음아유,toss,nvidia
104949198,애터미~~~~~짐~~~~~,2025-04-02T03:11:31+09:00,으아아아아아아아아아아아앙,toss,nvidia
104947900,ㅂㅍ유유융신 인가 손절할까 ㅠ,2025-04-02T03:03:29+09:00,신중루나,toss,nvidia
104947672,음전 👍,2025-04-02T03:02:16+09:00,상타치69,toss,nvidia
104947144,걍 음봉해라 6연음봉 기록이라도 세우게,2025-04-02T02:58:55+09:00,으아아아아아아아아아아아앙,toss,nvidia
104946250,왜 그래 제발,2025-04-02T02:53:30+09:00,오딱대,toss,nvidia
104945798,"너보다 삼전이 수익률이 훨씬 더 좋아
이러면 안되잖아~",2025-04-02T02:51:25+09:00,Goodmorning365,toss,nvidia
104945406,"다들 평단이 어떻게 되시는지.. 
하락장 충격먹고 주식창 안본지 꽤 됐는데 여전히 회복하려면 멀었네요",2025-04-02T02:48:49+09:00,갬미입니다,toss,nvidia
104943570,트럼프 관세 철회,2025-04-02T02:38:55+09:00,네오에오,toss,nvidia
104942482,"지금 엔비디아는 뭐다 혁신 이란게 따로 없는듯 초창기에 엄청 올랐 을때랑 비교하면 AI,블랙록에 딱히 혁신이 없어보임",2025-04-02T02:34:09+09:00,LukasLogan,toss,nvidia
104941016,국장같네...ㅋㅋㅋㅋㅋ삼전보는것같아,2025-04-02T02:24:55+09:00,서민도깨비,toss,nvidia
104940144,개 🐕  잡주 그 이상 그 이하도 아님,2025-04-02T02:19:40+09:00,강강강y,toss,nvidia
104937140,간만에   ㅎ,2025-04-02T02:04:07+09:00,장현우,toss,nvidia
104936202,세계일류 반도체주가 완전 코인 차트여 ㅎㅎ,2025-04-02T01:58:57+09:00,오늘도믿는다,toss,nvidia
104935046,조금만 만져본다니까~,2025-04-02T01:54:02+09:00,멍청한남자,toss,nvidia
104933412,직격탄에 완전 맛이 갔네...,2025-04-02T01:46:38+09:00,태평가오리,toss,nvidia
104933200,이게 미장이야 국장이야,2025-04-02T01:45:36+09:00,임겅적,toss,nvidia
104933086,뭔 이야기 나옴?,2025-04-02T01:45:03+09:00,나도오르,toss,nvidia
104932940,와... 진짜 얘는 떨어질땐 우루루쾅쾅... 오를땐 진짜 0.1퍼... ㅎㅎㅎ 심각하네여 ㅎ,2025-04-02T01:44:25+09:00,발베니12더블,toss,nvidia
104932786,"참 환율 좀 떨궈죠
이왕 이렇게 된거 잔뜩 매수 해줄께..",2025-04-02T01:43:42+09:00,s에이스s,toss,nvidia
104932502,"이것도 맛이 같어유
ceo의 오판..거만.",2025-04-02T01:42:18+09:00,태평가오리,toss,nvidia
104932210,"소수점 라인에서 계속 간보는데
잠이나 자야겠네요
어차피 상호관세도 있는데
더봐도 의미가 없을듯",2025-04-02T01:40:54+09:00,s에이스s,toss,nvidia
104931876,이거 들고 있다가 암걸려서 치료비가 더 많이 나올듯,2025-04-02T01:39:21+09:00,이에케라멘,toss,nvidia
104931612,다시음전 레츠고~~~,2025-04-02T01:38:03+09:00,잉잉밈밈,toss,nvidia
104931236,오늘은 시마이~ 개 잣같은 주식 퉤 음전해라 걍,2025-04-02T01:36:08+09:00,이에케라멘,toss,nvidia
104930744,스트레스가 심해서~,2025-04-02T01:33:37+09:00,파랑새오빠,toss,nvidia
104928776,두배  먹는자리 맞습니까???,2025-04-02T01:24:58+09:00,미국주식하면부자됨,toss,nvidia
104928310,관세 바로적용 ㄷㄷ,2025-04-02T01:23:02+09:00,잉잉밈밈,toss,nvidia
104928230,주린이의 포트폴리오를 보시고 진심 어린 조언을 부탁드립니다.,2025-04-02T01:22:40+09:00,주식으로쏘나타뽑기,toss,nvidia
104928040,엔비가 살아나야 나스닥 지수도 살아나긴한다. 큰존재임,2025-04-02T01:21:56+09:00,내딸사랑해,toss,nvidia
104927796,"황사장이 하나의 중국이라고 말하고 반토막나는꼴보고싶음? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

병크짓안하는걸로 고마워해야지 테슬람들 뭐냐 ㅋㅋ",2025-04-02T01:21:01+09:00,그으래요2,toss,nvidia
104927362,"고점대비 -50%로 📉 반토막 난 테슬라가 낫다고요?
엔비디아도 70달러 시원하게 갔다 올까요?",2025-04-02T01:19:07+09:00,231207,toss,nvidia
104927252,지금타는거 추천?,2025-04-02T01:18:41+09:00,설윤아씨,toss,nvidia
104926290,테슬라는 내린만큼 올리는데 이 쉑은,2025-04-02T01:14:03+09:00,맥주조아해,toss,nvidia
104925964,110 뚫어잇 ㅜ,2025-04-02T01:12:25+09:00,메롱유령이야,toss,nvidia
104925636,110달러만 뚫어주겠니,2025-04-02T01:10:54+09:00,감각적직관,toss,nvidia
104925634,150달러를 목표로 올라가던 너로 돌아와줘,2025-04-02T01:10:52+09:00,김자나,toss,nvidia
104925586,신의 재림.,2025-04-02T01:10:39+09:00,투신태진,toss,nvidia
104925348,올라가즈아,2025-04-02T01:09:34+09:00,KoreanZombie,toss,nvidia
104925126,이정도면 숨겨진 엔비디아나 반도체들 악재가 있는건데,2025-04-02T01:08:45+09:00,플로버프로미스나인,toss,nvidia
104925040,.,2025-04-02T01:08:22+09:00,금융왕인터넷뱅킹,toss,nvidia
104924830,⠀,2025-04-02T01:07:25+09:00,EltonJohn,toss,nvidia
104923956,와 진짜 일프로 오르기도힘드네 ㅅ5,2025-04-02T01:03:44+09:00,새싹단타왕,toss,nvidia
104923130,좋다,2025-04-02T01:00:46+09:00,Solwaa,toss,nvidia
104923132,1년뒤 미래에서 왔습니다 엔비디아 200달러 갑니다.,2025-04-02T01:00:46+09:00,투신태진,toss,nvidia
104922200,대만 중국 전쟁이 엔비디아 주가에 영향을 줄까?,2025-04-02T00:56:49+09:00,줄닌이,toss,nvidia
104921450,ㆍ,2025-04-02T00:53:59+09:00,완전맛갓쪄,toss,nvidia
104921378,예전엔 엔비로 장투하시는 분들 많았는데 왜 주가흐름이 단타일까요? 일시적인 매수 오름이랑 계단식 탈출이 보이네요,2025-04-02T00:53:43+09:00,공삼추,toss,nvidia
104920338,👏,2025-04-02T00:49:37+09:00,구름이꽁냐앙,toss,nvidia
104919946,미래에서  왔습니다..7월까지  25% 하락함니다 기대들 하지마세요,2025-04-02T00:47:48+09:00,고니사촌후니,toss,nvidia
104919508,120달러만 가자,2025-04-02T00:45:35+09:00,공삼추,toss,nvidia
104919334,나도 주주,2025-04-02T00:44:50+09:00,제발신약,toss,nvidia
104919142,야 이 싵8색1히야 1%를 못오르냐,2025-04-02T00:44:10+09:00,이에케라멘,toss,nvidia
104918940,넘으면  다음 목표가113,2025-04-02T00:43:17+09:00,레초맘,toss,nvidia
104918890,진짜 ㅋㅋ,2025-04-02T00:43:02+09:00,Parano,toss,nvidia
104918260,"200층대는 할말이 없네요...ㅋㅋㅋ
체념중..ㅋㅋ",2025-04-02T00:40:08+09:00,K9999,toss,nvidia
104917732,아잉,2025-04-02T00:38:09+09:00,주린주린24,toss,nvidia
104917728,황사장님?!,2025-04-02T00:38:09+09:00,농약마시는개구리,toss,nvidia
104917714,다들 평단 얼마인가요,2025-04-02T00:38:04+09:00,조수련2,toss,nvidia
104917630,"진짜 이해안가는 ETF네 
떨어질땐 신나서 떨어지고
본주 오를때도 신나게 떨어지고
이거 신뢰성이 맞나..",2025-04-02T00:37:47+09:00,삼도천주인대강림,toss,nvidia
104917552,어휴 이 폐기물같은 주식,2025-04-02T00:37:25+09:00,이에케라멘,toss,nvidia
104917542,평단 위에서 작두 타는 중… 어서 올라가거라,2025-04-02T00:37:23+09:00,인절미더위자드2세,toss,nvidia
104917460,"Nv屋さん
入る
待つ
減る
死ぬ",2025-04-02T00:37:05+09:00,눈팅하는개미,toss,nvidia
104917216,엔비디아 모으기,2025-04-02T00:36:15+09:00,드그고,toss,nvidia
104917012,연말에 200 가자,2025-04-02T00:35:36+09:00,열정에산다,toss,nvidia
104916870,요까지,2025-04-02T00:34:59+09:00,토팽2,toss,nvidia
104916632,"추매 1/2
90달러 가면 한번더 산다",2025-04-02T00:33:57+09:00,행성90,toss,nvidia
104915914,전강후약 패턴 제발,2025-04-02T00:31:19+09:00,하락하면짖는개,toss,nvidia
104915798,꼬꾸라지고 있음ㅠ,2025-04-02T00:30:54+09:00,방카르,toss,nvidia
104915652,환율이 너무 올라서ㅠ 못타겠서요,2025-04-02T00:30:18+09:00,주린이할매,toss,nvidia
104915346,110불 못뚫음!!,2025-04-02T00:29:05+09:00,방카르,toss,nvidia
104915128,에라이~~ㄴㄱㅈㅇㄹ,2025-04-02T00:28:08+09:00,억만장자대기중,toss,nvidia
104915098,넌 뭐하냐 ☹️,2025-04-02T00:28:05+09:00,구름이꽁냐앙,toss,nvidia
104914918,"근데
얘는
왜 이렇게 힘이 없냐!!",2025-04-02T00:27:30+09:00,방카르,toss,nvidia
104914528,오카무라다카코의 아듀 엿구나 멜로디가 상당히 흥겹내요,2025-04-02T00:26:10+09:00,미증시우상향,toss,nvidia
104913980,힘줘 힘!!,2025-04-02T00:24:23+09:00,무한매수침팬치99호,toss,nvidia
104913534,"걍 계속 이대로 올라줬으면.. ㅋㅋ 
트럼프 개색갸",2025-04-02T00:22:53+09:00,따끄미,toss,nvidia
104912990,모든주식이 번지대 위에 있는 느낌이네요. 얼마나 떨굴련지.. 위로 올릴 것 같진 않은데 흠 ..,2025-04-02T00:21:07+09:00,투자는이성적으로,toss,nvidia
